path,collection,edition,series,filename
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/39-Rhenen-2.jpg,waterstaatskaarten,1e,eerste-editie,39-Rhenen-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/39-Rhenen-3.jpg,waterstaatskaarten,1e,eerste-editie,39-Rhenen-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/39-Rhenen-4.jpg,waterstaatskaarten,1e,eerste-editie,39-Rhenen-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/40-Arnhem-1.jpg,waterstaatskaarten,1e,eerste-editie,40-Arnhem-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/40-Arnhem-2.jpg,waterstaatskaarten,1e,eerste-editie,40-Arnhem-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/40-Arnhem-3.jpg,waterstaatskaarten,1e,eerste-editie,40-Arnhem-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/40-Arnhem-4.jpg,waterstaatskaarten,1e,eerste-editie,40-Arnhem-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/41-Aalten-1.jpg,waterstaatskaarten,1e,eerste-editie,41-Aalten-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/41-Aalten-2.jpg,waterstaatskaarten,1e,eerste-editie,41-Aalten-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/41-Aalten-3.jpg,waterstaatskaarten,1e,eerste-editie,41-Aalten-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/42-Zierikzee-1.jpg,waterstaatskaarten,1e,eerste-editie,42-Zierikzee-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/42-Zierikzee-2.jpg,waterstaatskaarten,1e,eerste-editie,42-Zierikzee-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/43-Willemstad-1.jpg,waterstaatskaarten,1e,eerste-editie,43-Willemstad-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/43-Willemstad-3.jpg,waterstaatskaarten,1e,eerste-editie,43-Willemstad-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/43-Willemstad-4.jpg,waterstaatskaarten,1e,eerste-editie,43-Willemstad-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/44-Geertruidenberg-1.jpg,waterstaatskaarten,1e,eerste-editie,44-Geertruidenberg-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/44-Geertruidenberg-2.jpg,waterstaatskaarten,1e,eerste-editie,44-Geertruidenberg-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/44-Geertruidenberg-3.jpg,waterstaatskaarten,1e,eerste-editie,44-Geertruidenberg-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/44-Geertruidenberg-4.jpg,waterstaatskaarten,1e,eerste-editie,44-Geertruidenberg-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/45-s-Hertogenbosch-1.jpg,waterstaatskaarten,1e,eerste-editie,45-s-Hertogenbosch-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/45-s-Hertogenbosch-2.jpg,waterstaatskaarten,1e,eerste-editie,45-s-Hertogenbosch-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/45-s-Hertogenbosch-3.jpg,waterstaatskaarten,1e,eerste-editie,45-s-Hertogenbosch-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/45-s-Hertogenbosch-4.jpg,waterstaatskaarten,1e,eerste-editie,45-s-Hertogenbosch-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/46-Vierlingsbeek-1.jpg,waterstaatskaarten,1e,eerste-editie,46-Vierlingsbeek-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/46-Vierlingsbeek-2.jpg,waterstaatskaarten,1e,eerste-editie,46-Vierlingsbeek-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/46-Vierlingsbeek-3.jpg,waterstaatskaarten,1e,eerste-editie,46-Vierlingsbeek-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/47-53-Sluis.jpg,waterstaatskaarten,1e,eerste-editie,47-53-Sluis
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/48-Middelburg-1.jpg,waterstaatskaarten,1e,eerste-editie,48-Middelburg-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/48-Middelburg-2.jpg,waterstaatskaarten,1e,eerste-editie,48-Middelburg-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/48-Middelburg-3.jpg,waterstaatskaarten,1e,eerste-editie,48-Middelburg-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/48-Middelburg-4.jpg,waterstaatskaarten,1e,eerste-editie,48-Middelburg-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/49-Bergen-op-Zoom-1.jpg,waterstaatskaarten,1e,eerste-editie,49-Bergen-op-Zoom-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/49-Bergen-op-Zoom-2.jpg,waterstaatskaarten,1e,eerste-editie,49-Bergen-op-Zoom-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/49-Bergen-op-Zoom-3.jpg,waterstaatskaarten,1e,eerste-editie,49-Bergen-op-Zoom-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/49-Bergen-op-Zoom-4.jpg,waterstaatskaarten,1e,eerste-editie,49-Bergen-op-Zoom-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/50-Breda-1.jpg,waterstaatskaarten,1e,eerste-editie,50-Breda-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/50-Breda-2.jpg,waterstaatskaarten,1e,eerste-editie,50-Breda-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/50-Breda-3.jpg,waterstaatskaarten,1e,eerste-editie,50-Breda-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/50-Breda-4.jpg,waterstaatskaarten,1e,eerste-editie,50-Breda-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/51-Eindhoven-1.jpg,waterstaatskaarten,1e,eerste-editie,51-Eindhoven-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/51-Eindhoven-2.jpg,waterstaatskaarten,1e,eerste-editie,51-Eindhoven-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/51-Eindhoven-3.jpg,waterstaatskaarten,1e,eerste-editie,51-Eindhoven-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/51-Eindhoven-4.jpg,waterstaatskaarten,1e,eerste-editie,51-Eindhoven-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/52-Venlo-1.jpg,waterstaatskaarten,1e,eerste-editie,52-Venlo-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/52-Venlo-2.jpg,waterstaatskaarten,1e,eerste-editie,52-Venlo-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/52-Venlo-3.jpg,waterstaatskaarten,1e,eerste-editie,52-Venlo-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/52-Venlo-4.jpg,waterstaatskaarten,1e,eerste-editie,52-Venlo-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/54-Neuzen-1.jpg,waterstaatskaarten,1e,eerste-editie,54-Neuzen-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/54-Neuzen-2.jpg,waterstaatskaarten,1e,eerste-editie,54-Neuzen-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/54-Neuzen-3.jpg,waterstaatskaarten,1e,eerste-editie,54-Neuzen-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/55-Hulst.jpg,waterstaatskaarten,1e,eerste-editie,55-Hulst
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/57-Valkenswaard-1.jpg,waterstaatskaarten,1e,eerste-editie,57-Valkenswaard-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/57-Valkenswaard-2.jpg,waterstaatskaarten,1e,eerste-editie,57-Valkenswaard-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/57-Valkenswaard-3.jpg,waterstaatskaarten,1e,eerste-editie,57-Valkenswaard-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/58-Roermond-1.jpg,waterstaatskaarten,1e,eerste-editie,58-Roermond-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/58-Roermond-2.jpg,waterstaatskaarten,1e,eerste-editie,58-Roermond-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/58-Roermond-3.jpg,waterstaatskaarten,1e,eerste-editie,58-Roermond-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/58-Roermond-4.jpg,waterstaatskaarten,1e,eerste-editie,58-Roermond-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/60-Sittard-1.jpg,waterstaatskaarten,1e,eerste-editie,60-Sittard-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/60-Sittard-2.jpg,waterstaatskaarten,1e,eerste-editie,60-Sittard-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/60-Sittard-3.jpg,waterstaatskaarten,1e,eerste-editie,60-Sittard-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/61-Maastricht.jpg,waterstaatskaarten,1e,eerste-editie,61-Maastricht
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/62-Heerlen-1.jpg,waterstaatskaarten,1e,eerste-editie,62-Heerlen-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/62-Heerlen-2.jpg,waterstaatskaarten,1e,eerste-editie,62-Heerlen-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/62-Heerlen-3.jpg,waterstaatskaarten,1e,eerste-editie,62-Heerlen-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/Bladwijzer.jpg,waterstaatskaarten,1e,eerste-editie,Bladwijzer
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/30-s-Gravenhage-West-en-Oost.jpg,waterstaatskaarten,2e,edit-2bis,30-s-Gravenhage-West-en-Oost
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/42-Zierikzee.jpg,waterstaatskaarten,2e,edit-2bis,42-Zierikzee
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/43-Willemstad-Oost.jpg,waterstaatskaarten,2e,edit-2bis,43-Willemstad-Oost
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/43-Willemstad-West.jpg,waterstaatskaarten,2e,edit-2bis,43-Willemstad-West
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/44-Geertruidenberg-West.jpg,waterstaatskaarten,2e,edit-2bis,44-Geertruidenberg-West
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/45-s-Hertogenbosch-Oost.jpg,waterstaatskaarten,2e,edit-2bis,45-s-Hertogenbosch-Oost
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/45-s-Hertogenbosch-West.jpg,waterstaatskaarten,2e,edit-2bis,45-s-Hertogenbosch-West
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/48-Middelburg-Oost.jpg,waterstaatskaarten,2e,edit-2bis,48-Middelburg-Oost
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/48-Middelburg-West.jpg,waterstaatskaarten,2e,edit-2bis,48-Middelburg-West
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/49-Bergen-op-Zoom-Oost.jpg,waterstaatskaarten,2e,edit-2bis,49-Bergen-op-Zoom-Oost
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/49-Bergen-op-Zoom-West.jpg,waterstaatskaarten,2e,edit-2bis,49-Bergen-op-Zoom-West
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/51-Eindhoven-Oost.jpg,waterstaatskaarten,2e,edit-2bis,51-Eindhoven-Oost
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/edit-2bis/51-Eindhoven-West.jpg,waterstaatskaarten,2e,edit-2bis,51-Eindhoven-West
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/01-05-Terschelling.jpg,waterstaatskaarten,2e,tweede-editie,01-05-Terschelling
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/01-Ameland.jpg,waterstaatskaarten,2e,tweede-editie,01-Ameland
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/02-Schiermonnikoog-1.jpg,waterstaatskaarten,2e,tweede-editie,02-Schiermonnikoog-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/02-Schiermonnikoog-2.jpg,waterstaatskaarten,2e,tweede-editie,02-Schiermonnikoog-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/03-Uithuizen-1.jpg,waterstaatskaarten,2e,tweede-editie,03-Uithuizen-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/03-Uithuizen-2.jpg,waterstaatskaarten,2e,tweede-editie,03-Uithuizen-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/03-Uithuizen-3.jpg,waterstaatskaarten,2e,tweede-editie,03-Uithuizen-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/04-Vlieland-1.jpg,waterstaatskaarten,2e,tweede-editie,04-Vlieland-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/04-Vlieland-2.jpg,waterstaatskaarten,2e,tweede-editie,04-Vlieland-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/05-Harlingen-1.jpg,waterstaatskaarten,2e,tweede-editie,05-Harlingen-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/05-Harlingen-2.jpg,waterstaatskaarten,2e,tweede-editie,05-Harlingen-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/05-Harlingen-3.jpg,waterstaatskaarten,2e,tweede-editie,05-Harlingen-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/06-Leeuwarden-1.jpg,waterstaatskaarten,2e,tweede-editie,06-Leeuwarden-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/06-Leeuwarden-2.jpg,waterstaatskaarten,2e,tweede-editie,06-Leeuwarden-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/06-Leeuwarden-3.jpg,waterstaatskaarten,2e,tweede-editie,06-Leeuwarden-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/06-Leeuwarden-4.jpg,waterstaatskaarten,2e,tweede-editie,06-Leeuwarden-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/09-Helder-1.jpg,waterstaatskaarten,2e,tweede-editie,09-Helder-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/10-Sneek-1.jpg,waterstaatskaarten,2e,tweede-editie,10-Sneek-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/10-Sneek-2.jpg,waterstaatskaarten,2e,tweede-editie,10-Sneek-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/10-Sneek-3.jpg,waterstaatskaarten,2e,tweede-editie,10-Sneek-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/10-Sneek-4.jpg,waterstaatskaarten,2e,tweede-editie,10-Sneek-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/11-Heerenveen-1.jpg,waterstaatskaarten,2e,tweede-editie,11-Heerenveen-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/11-Heerenveen-2.jpg,waterstaatskaarten,2e,tweede-editie,11-Heerenveen-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/11-Heerenveen-3.jpg,waterstaatskaarten,2e,tweede-editie,11-Heerenveen-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/11-Heerenveen-4.jpg,waterstaatskaarten,2e,tweede-editie,11-Heerenveen-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/12-Assen-1.jpg,waterstaatskaarten,2e,tweede-editie,12-Assen-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/12-Assen-2.jpg,waterstaatskaarten,2e,tweede-editie,12-Assen-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/12-Assen-3.jpg,waterstaatskaarten,2e,tweede-editie,12-Assen-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/12-Assen-4.jpg,waterstaatskaarten,2e,tweede-editie,12-Assen-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/13-Bourtange-1.jpg,waterstaatskaarten,2e,tweede-editie,13-Bourtange-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/13-Bourtange-2.jpg,waterstaatskaarten,2e,tweede-editie,13-Bourtange-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/14-Medemblik-1-1925.jpg,waterstaatskaarten,2e,tweede-editie,14-Medemblik-1-1925
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/14-Medemblik-2.jpg,waterstaatskaarten,2e,tweede-editie,14-Medemblik-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/14-Medemblik-3.jpg,waterstaatskaarten,2e,tweede-editie,14-Medemblik-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/14-Medemblik-4.jpg,waterstaatskaarten,2e,tweede-editie,14-Medemblik-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/15-Stavoren-1.jpg,waterstaatskaarten,2e,tweede-editie,15-Stavoren-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/15-Stavoren-2.jpg,waterstaatskaarten,2e,tweede-editie,15-Stavoren-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/15-Stavoren-3.jpg,waterstaatskaarten,2e,tweede-editie,15-Stavoren-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/16-Steenwijk-1.jpg,waterstaatskaarten,2e,tweede-editie,16-Steenwijk-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/16-Steenwijk-2.jpg,waterstaatskaarten,2e,tweede-editie,16-Steenwijk-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/16-Steenwijk-3.jpg,waterstaatskaarten,2e,tweede-editie,16-Steenwijk-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/16-Steenwijk-4.jpg,waterstaatskaarten,2e,tweede-editie,16-Steenwijk-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/17-Beilen-1.jpg,waterstaatskaarten,2e,tweede-editie,17-Beilen-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/17-Beilen-2.jpg,waterstaatskaarten,2e,tweede-editie,17-Beilen-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/17-Beilen-3.jpg,waterstaatskaarten,2e,tweede-editie,17-Beilen-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/17-Beilen-4.jpg,waterstaatskaarten,2e,tweede-editie,17-Beilen-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/18-Roswinkel-1.jpg,waterstaatskaarten,2e,tweede-editie,18-Roswinkel-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/18-Roswinkel-2.jpg,waterstaatskaarten,2e,tweede-editie,18-Roswinkel-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/19-Alkmaar-1.jpg,waterstaatskaarten,2e,tweede-editie,19-Alkmaar-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/19-Alkmaar-2.jpg,waterstaatskaarten,2e,tweede-editie,19-Alkmaar-2
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/19-Alkmaar-3.jpg,waterstaatskaarten,2e,tweede-editie,19-Alkmaar-3
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/19-Alkmaar-4.jpg,waterstaatskaarten,2e,tweede-editie,19-Alkmaar-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/20-Enkhuizen-1.jpg,waterstaatskaarten,2e,tweede-editie,20-Enkhuizen-1
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/21-Zwolle-4.jpg,waterstaatskaarten,2e,tweede-editie,21-Zwolle-4
https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/2e/tweede-editie/22-Coevorden-1.jpg,waterstaatskaarten,2e,tweede-editie,22-Coevorden-1
